"Id","Name","Description","Code","Is Active","Location","EntryStation_Permission_Lot_Rel","lot_location","lot_total_space_count","lot_type_uid","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"32","Dennison Hall - North","Dennison Hall - North","312","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7257524728776 39.5116810201659 ,-84.7258731722833 39.5115485841648 ,-84.7257015109064 39.5114761581199 ,-84.7255539894105 39.5113768308498 ,-84.7254949808122 39.5112961273383 ,-84.7254091501237 39.5111885225105 ,-84.7253957390787 39.5110829868445 ,-84.7254332900049 39.5110188376358 ,-84.7253662347795 39.5109691736916 ,-84.7252455353738 39.5110519469122 ,-84.7252294421197 39.5111823145346 ,-84.7252535820009 39.5113395830869 ,-84.7253528237344 39.511453395633 ,-84.725457429886 39.5115382375915 ,-84.7256022691728 39.5116168715094 ,-84.7257524728776 39.5116810201659))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"33","Dennison Hall - South Lot","Dennison Hall - South Lot","347","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7265866398813 39.5104766709903 ,-84.7262084484102 39.510455977523 ,-84.7262057662012 39.5107208534382 ,-84.7265625000001 39.5107167147598 ,-84.7265866398813 39.5104766709903))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"34","Dewitt Lot","Dewitt Lot","424","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7161984443666 39.5080844653532 ,-84.7158282995225 39.5081465478554 ,-84.7158068418504 39.5085687073988 ,-84.7161179780962 39.5085604297854 ,-84.7163593769075 39.5083617667666 ,-84.7163218259813 39.5081879361593 ,-84.7161984443666 39.5080844653532))","","30794165-2ecc-47dc-9b48-e3ed39640656","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"35","Ditmer Field Lot","Ditmer Field Lot","401","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7217130661012 39.5069007483681 ,-84.7217077016832 39.507082859986 ,-84.7217184305192 39.5072484155881 ,-84.7217720746995 39.5073394710011 ,-84.7219115495683 39.5073767209084 ,-84.7220724821092 39.5073560265179 ,-84.7222709655763 39.5073104988372 ,-84.7226250171663 39.5072525544731 ,-84.722753763199 39.5071821933946 ,-84.7227859497072 39.5070207765335 ,-84.7227805852891 39.5068841927428 ,-84.7227913141252 39.506656552495 ,-84.7227752208711 39.5064827176218 ,-84.7227805852891 39.5062964654893 ,-84.7227752208711 39.5062136866036 ,-84.7226786613466 39.5061143518105 ,-84.722582101822 39.5060232947921 ,-84.7224211692811 39.5058908480069 ,-84.7223246097566 39.5057956517241 ,-84.7221153974535 39.5056300926608 ,-84.7219920158388 39.5055431739946 ,-84.7217935323717 39.5054562552198 ,-84.7215360403062 39.5054562552198 ,-84.7214126586915 39.505464533203 ,-84.7213000059129 39.5054976451261 ,-84.7212302684785 39.5055887028333 ,-84.7212195396425 39.5057128722417 ,-84.7212034463884 39.5058494583347 ,-84.7206830978395 39.5058784311078 ,-84.7204363346101 39.5058908480069 ,-84.7203451395036 39.5059529324689 ,-84.7203129529954 39.5060688233162 ,-84.7203236818315 39.5061929918667 ,-84.7203290462495 39.5062674928905 ,-84.7202968597414 39.506300604431 ,-84.720232486725 39.506329577016 ,-84.7201842069627 39.5064082168287 ,-84.7200983762743 39.5064247725674 ,-84.7200822830202 39.5065365237004 ,-84.720060825348 39.5066482746537 ,-84.7200822830202 39.5068221091128 ,-84.7201144695283 39.5068800538358 ,-84.7201949357988 39.5069214428941 ,-84.7202539443971 39.5069297207028 ,-84.7204899787904 39.5069214428941 ,-84.7207474708559 39.5069007483681 ,-84.7209405899049 39.5068924705559 ,-84.7210371494295 39.5068924705559 ,-84.7211766242982 39.5068883316494 ,-84.721310734749 39.5069048872738 ,-84.7217130661012 39.5069007483681))","","30794165-2ecc-47dc-9b48-e3ed39640656","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"36","Dodds Service Drive","Dodds Service Drive","210","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.73320633173 39.5033349895128 ,-84.7333136200906 39.503297737439 ,-84.733383357525 39.5032666940288 ,-84.7334718704225 39.5032315114806 ,-84.7335791587831 39.5032087462928 ,-84.7336542606355 39.5031942593512 ,-84.7336703538896 39.5033639633342 ,-84.7336220741273 39.5033660328925 ,-84.733568429947 39.5033577546592 ,-84.7335308790208 39.5033598242176 ,-84.7335228323938 39.5033101547991 ,-84.7334986925127 39.503297737439 ,-84.7334262728693 39.5033060156793 ,-84.733372628689 39.5033349895128 ,-84.7333163022996 39.5033536155423 ,-84.7332438826562 39.5033805197982 ,-84.733200967312 39.5033970762582 ,-84.73320633173 39.5033349895128))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"37","Dorsey Service Drive","Dorsey Service Drive","342","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7279384732248 39.5105884156069 ,-84.7279384732248 39.5107022293834 ,-84.7278499603273 39.5107518935184 ,-84.7276407480241 39.5107477548419 ,-84.727621972561 39.5105842769206 ,-84.7277158498765 39.5105635834854 ,-84.7277373075487 39.5105077111796 ,-84.7277480363847 39.5104125212218 ,-84.7277426719667 39.5103876890374 ,-84.7278311848642 39.5103938970843 ,-84.7278285026552 39.5104787403367 ,-84.7278285026552 39.5105346126658 ,-84.7278472781183 39.5105759995472 ,-84.7278901934625 39.5105842769206 ,-84.7279384732248 39.5105884156069))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"38","Edwards Lot","Edwards Lot","104","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7352796792985 39.5113519990101 ,-84.735188484192 39.5113540683304 ,-84.735180437565 39.5112795727603 ,-84.7349309921266 39.5112464635924 ,-84.7349202632905 39.51118438386 ,-84.7349175810815 39.5110705708732 ,-84.7349229454996 39.5109608963641 ,-84.7349256277086 39.5108098349644 ,-84.7349309921266 39.5106670505997 ,-84.7349926829339 39.5106732586216 ,-84.7350490093233 39.5105966929787 ,-84.7351187467576 39.5105759995472 ,-84.7352072596551 39.5105780688906 ,-84.7352689504625 39.5106256637724 ,-84.7352904081346 39.5106732586216 ,-84.735354781151 39.5106960213641 ,-84.7353413701059 39.5112754341152 ,-84.7352877259256 39.5112795727603 ,-84.7352796792985 39.5113519990101))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"39","Emerson Hall Lot","Emerson Hall Lot","211","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7315460443498 39.5018635174122 ,-84.7313636541368 39.5018717958234 ,-84.7313529253007 39.5015696331759 ,-84.731583595276 39.5015717027875 ,-84.7315460443498 39.5018635174122))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"40","Engineering Building Patio","Engineering Building Patio","106","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7334155440332 39.5110664322157 ,-84.7334209084512 39.5109174403787 ,-84.7331902384759 39.5108905390407 ,-84.7331848740579 39.5107870722592 ,-84.7330695390703 39.5107912109335 ,-84.7330534458162 39.5109319257102 ,-84.7328093647958 39.5109298563773 ,-84.7326108813287 39.5109153710454 ,-84.7322461009027 39.5109153710454 ,-84.7320261597635 39.5109298563773 ,-84.7320368885995 39.5110457389241 ,-84.732482135296 39.5110560855706 ,-84.7330909967424 39.5110643628868 ,-84.7330883145334 39.5110126296447 ,-84.7332224249841 39.5110146989751 ,-84.7332385182382 39.5110560855706 ,-84.7334155440332 39.5110664322157))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"41","Ethridge Hall Service Drive","Ethridge Hall Service Drive","251","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7330078482629 39.5036599095326 ,-84.733018577099 39.5035791970581 ,-84.7325438261034 39.5035874752649 ,-84.7324982285501 39.5035088322602 ,-84.7324231266977 39.5035046931522 ,-84.7323533892633 39.5035481537737 ,-84.7323212027551 39.5036123098795 ,-84.7323399782182 39.5036681877299 ,-84.7325786948205 39.5036433531352 ,-84.7326403856279 39.5036826745726 ,-84.7327852249147 39.5036806050239 ,-84.7328147292139 39.5036537008841 ,-84.7330078482629 39.5036599095326))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"42","Flower Hall Lot","Flower Hall Lot","107","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7328013181688 39.5163264670224 ,-84.7328281402589 39.5163864729896 ,-84.732474088669 39.5164982081008 ,-84.7323319315912 39.516523038101 ,-84.7321817278863 39.5164692397559 ,-84.7320556640626 39.5163616429405 ,-84.7319564223291 39.5162271466869 ,-84.7318035364152 39.5160202288652 ,-84.7316989302637 39.5158402098589 ,-84.7317928075792 39.5158008953012 ,-84.7322085499765 39.5164340638922 ,-84.7323265671731 39.5164588939155 ,-84.7325304150583 39.5164175105385 ,-84.7328013181688 39.5163264670224))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"150","Flower Hall Lot - Employee","Flower Hall Lot - Employee","132","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7321602702142 39.5163368128825 ,-84.7322461009027 39.5163078444703 ,-84.7319725155832 39.5159105621698 ,-84.731934964657 39.5157760650428 ,-84.7318062186243 39.5157636499103 ,-84.7318974137308 39.5159395307476 ,-84.7321602702142 39.5163368128825))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"43","Fryman Lot","Fryman Lot","415","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7274154424669 39.5202391614083 ,-84.7273135185243 39.5200819130029 ,-84.7272813320161 39.5188156365516 ,-84.7257471084596 39.518844603918 ,-84.7257685661317 39.519916387981 ,-84.7266697883607 39.5200405317844 ,-84.7271472215654 39.5201688134815 ,-84.7272115945817 39.5202970949416 ,-84.7274154424669 39.5202391614083))","","84c5a72a-116a-4b84-ab61-57e498c52742","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"44","Garden Commons Service Drive","Garden Commons Service Drive","313","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7304463386537 39.5119645151322 ,-84.7302961349489 39.5119707230382 ,-84.7302800416948 39.5118258717531 ,-84.7305670380594 39.5118258717531 ,-84.7305643558504 39.5118631192552 ,-84.7304892539979 39.5118651885603 ,-84.7304624319078 39.5118838123034 ,-84.7304704785348 39.5119272676844 ,-84.7304463386537 39.5119645151322))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"45","Garrod Ln.","Garrod Ln.","249","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7330588102342 39.5010687853461 ,-84.7330480813982 39.5011391526145 ,-84.7322165966035 39.5011143171162 ,-84.7321790456773 39.5010812031046 ,-84.7322112321855 39.5010522283315 ,-84.7330588102342 39.5010687853461))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"46","Geothermal Plant Lot","Geothermal Plant Lot","346","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.72653567791 39.505783234808 ,-84.7265544533731 39.5058411803973 ,-84.7261977195741 39.5060191558339 ,-84.7262057662012 39.5061391855221 ,-84.7262272238733 39.5062178255502 ,-84.726168215275 39.5062198950234 ,-84.7261038422586 39.5061640192248 ,-84.7261092066766 39.5060874486129 ,-84.7261413931848 39.506021225313 ,-84.7261279821397 39.5059798357185 ,-84.7261252999307 39.5059343071361 ,-84.7261360287668 39.5059115428337 ,-84.72653567791 39.505783234808))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"47","Glos Center Lot","Glos Center Lot","212","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7318089008333 39.5012571211105 ,-84.7316586971284 39.5012550514895 ,-84.7316935658456 39.5011143171162 ,-84.7317016124727 39.501014975034 ,-84.7317016124727 39.5009301202264 ,-84.7317069768907 39.5008701009097 ,-84.7316989302637 39.5008224993458 ,-84.7316265106203 39.5008224993458 ,-84.7316265106203 39.500741783576 ,-84.7316962480546 39.5007376443032 ,-84.7317016124727 39.5006838337347 ,-84.7316399216653 39.5006921122864 ,-84.7316372394563 39.5006217445654 ,-84.7316882014276 39.5006010481633 ,-84.731765985489 39.5006031178038 ,-84.731768667698 39.5007169479356 ,-84.7318732738496 39.5007148782985 ,-84.7318544983865 39.501077063852 ,-84.731757938862 39.5010812031046 ,-84.731757938862 39.501141222239 ,-84.7318249940874 39.501147431112 ,-84.7318089008333 39.5012571211105))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"48","Goggin - South","Goggin - South","213","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7368326783182 39.5030928506758 ,-84.7371035814287 39.5031425202496 ,-84.7370767593385 39.5031921897879 ,-84.7367388010026 39.5031673550232 ,-84.7364678978921 39.503152868073 ,-84.7364625334741 39.5030762941433 ,-84.7368326783182 39.5030928506758))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"49","Goggin - South Lot","Goggin - South Lot","215","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7371411323549 39.5030845724101 ,-84.7370982170106 39.5031404506847 ,-84.7373825311662 39.5032935983184 ,-84.7374281287195 39.5032480679761 ,-84.7371411323549 39.5030845724101))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"50","Goggin Service Drive","Goggin Service Drive","214","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7373181581499 39.5032687635899 ,-84.7365403175355 39.5032749722729 ,-84.7365403175355 39.5031921897879 ,-84.7365429997446 39.5031632158949 ,-84.7367495298387 39.5031756332791 ,-84.7369211912157 39.5031901202245 ,-84.7369962930681 39.5032004680409 ,-84.7370901703836 39.5032066767299 ,-84.7371438145639 39.503183911534 ,-84.7372457385065 39.5032397897288 ,-84.7373181581499 39.5032687635899))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"148","Hahne Hall","Hahne Hall","130","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7319135069849 39.5155215543822 ,-84.7319939732553 39.5155277619704 ,-84.7319805622102 39.5154429248839 ,-84.731934964657 39.515426371294 ,-84.7319269180299 39.5153870565021 ,-84.7317284345628 39.5153891257022 ,-84.7317311167718 39.5154532708756 ,-84.7318866848947 39.5154532708756 ,-84.7319135069849 39.5155215543822))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"51","Hall Auditorium Service Drive","Hall Auditorium Service Drive","108","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7383266687395 39.5084942088422 ,-84.7383749485017 39.5084942088422 ,-84.7383669018747 39.5085914708307 ,-84.7384607791902 39.5085935402333 ,-84.7384822368623 39.5086494140783 ,-84.7384098172189 39.5086618304822 ,-84.7383400797845 39.5086928714823 ,-84.7383052110673 39.5086369976722 ,-84.7383266687395 39.5084942088422))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"144","Hamilton Campus","Hamilton Campus","H1","True","1e96783f-9cfa-47ce-9be4-435c0e42994a","EntryStation_Permission_Lot_Rel","Polygon ((-84.5625615119936 39.3868890795466 ,-84.5617890357973 39.3868559111791 ,-84.5613169670106 39.3860930343745 ,-84.5617032051088 39.3786130831455 ,-84.559214115143 39.3784306352966 ,-84.5595145225526 39.3774520432418 ,-84.5606946945192 39.3768217563502 ,-84.5616173744203 39.3764236774867 ,-84.5620465278627 39.3757270340135 ,-84.56515789032 39.3757602076699 ,-84.5663595199586 39.3804872925285 ,-84.5625400543214 39.3809351050212 ,-84.562454223633 39.3832072945071 ,-84.5630335807802 39.383389729871 ,-84.5625615119936 39.3868890795466))","","40839836-feb7-4858-bbe8-71b206063473","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"52","Hamilton Service Drive","Hamilton Service Drive","216","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7361513972284 39.5057459840465 ,-84.735716879368 39.505750123021 ,-84.7356846928598 39.5061122823341 ,-84.7361192107202 39.5061081433812 ,-84.7361513972284 39.5057459840465))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"53","Hannah House Lot","Hannah House Lot","217","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7380074858667 39.5068531509347 ,-84.7380128502847 39.5069173039894 ,-84.7384661436082 39.5069255817986 ,-84.7384741902353 39.5067889978208 ,-84.7383105754854 39.5067972756453 ,-84.7382891178133 39.5068738454749 ,-84.7380074858667 39.5068531509347))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"54","Harris Dining - South Lot","Harris Dining - South Lot","262","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7353520989419 39.5015323801557 ,-84.7354030609132 39.5014951271157 ,-84.7354513406755 39.5014909878877 ,-84.7354620695116 39.5011453614877 ,-84.7352233529092 39.5011391526145 ,-84.7352179884912 39.5014951271157 ,-84.7352823615076 39.5015013359571 ,-84.7352984547616 39.5015406586064 ,-84.7353520989419 39.5015323801557))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"55","Harris Drive","Harris Drive","218","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7362452745439 39.501606886176 ,-84.7362506389619 39.5016938097654 ,-84.7332519292833 39.5016565568118 ,-84.7332680225374 39.5015075447979 ,-84.7362452745439 39.501606886176))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"56","Havighurst - East","Havighurst - East","314","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7270179390581 39.5047791128576 ,-84.7267518638911 39.5048950056467 ,-84.7267025111798 39.5048320924464 ,-84.7269921897534 39.5047112326901 ,-84.7270179390581 39.5047791128576))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"57","Havighurst - West","Havighurst - West","315","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7275785207422 39.5048420260743 ,-84.7274154424669 39.5049347402877 ,-84.7273102998408 39.5048072582519 ,-84.72736823549 39.5046963321327 ,-84.7274304627719 39.5046781203923 ,-84.7274862526866 39.5047294444219 ,-84.7275742291096 39.5047956689528 ,-84.7275785207422 39.5048503041307 ,-84.7275785207422 39.5048420260743))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"58","Hepburn Hall Lot","Hepburn Hall Lot","109","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7331526875497 39.5139137703662 ,-84.7331500053407 39.5137461613966 ,-84.7334825992586 39.5137482306456 ,-84.7334906458856 39.513818585075 ,-84.7337266802789 39.5138061695926 ,-84.7338768839838 39.5138041003454 ,-84.7338232398035 39.5138785932086 ,-84.7338125109674 39.5139427397768 ,-84.7331526875497 39.5139137703662))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"59","Heritage Commons - East","Heritage Commons - East","220","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7365832328798 39.5013150704738 ,-84.7365725040437 39.5015261713171 ,-84.7367441654207 39.5015427282189 ,-84.7368514537813 39.5015551458926 ,-84.7368568181993 39.5015923989005 ,-84.736811220646 39.5016151646178 ,-84.7367092967035 39.5016172342281 ,-84.7365912795068 39.5016172342281 ,-84.7365832328798 39.5017269234851 ,-84.7365725040437 39.501933883876 ,-84.7367817163469 39.5019483710803 ,-84.7369211912157 39.5019545798812 ,-84.7371089458467 39.5019566494813 ,-84.7373020648958 39.5019566494813 ,-84.737347662449 39.5019628582815 ,-84.737342298031 39.5018924918471 ,-84.7374469041826 39.501882143836 ,-84.7374522686006 39.5012612603523 ,-84.7373959422113 39.5011598488564 ,-84.7371116280557 39.5011557096085 ,-84.7369372844697 39.5011619184802 ,-84.7367012500764 39.5011619184802 ,-84.736626148224 39.5011619184802 ,-84.7365832328798 39.5013150704738))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"60","Heritage Commons - West","Heritage Commons - West","221","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7388228774072 39.5020311550468 ,-84.7384634613992 39.5020311550468 ,-84.7384795546533 39.5012219375449 ,-84.739319086075 39.5012177983007 ,-84.739319086075 39.5015116840248 ,-84.7392681241037 39.5015178928647 ,-84.7392547130586 39.5016027469547 ,-84.7392493486406 39.5016979489812 ,-84.7388979792596 39.5017041578045 ,-84.7389033436777 39.501882143836 ,-84.7388362884523 39.5018924918471 ,-84.7388228774072 39.5020311550468))","","8206ffbd-e733-4c5f-b3cf-e58a392791a7","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"61","Hillcrest Hall Service Drive","Hillcrest Hall Service Drive","344","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7268521785738 39.506362688527 ,-84.7267609834672 39.5064144252312 ,-84.7267073392869 39.5063813137449 ,-84.7266617417337 39.5064164946985 ,-84.7265625000001 39.5063461327735 ,-84.7266697883607 39.5062674928905 ,-84.7266805171968 39.5061143518105 ,-84.7266644239427 39.5059343071361 ,-84.7266429662706 39.5058949869727 ,-84.7267341613771 39.5058391109128 ,-84.7267261147501 39.5059632798738 ,-84.7267395257951 39.5060501980145 ,-84.7267609834672 39.5062592150029 ,-84.7268521785738 39.506362688527))","","255a28e3-6b2f-4001-bc92-3718c5b07bc0","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"64","Hoyt Hall - East","Hoyt Hall - East","316","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7290408611299 39.5031797724067 ,-84.7290435433389 39.5030266245222 ,-84.7286465764047 39.5028734763002 ,-84.72852319479 39.5028217369597 ,-84.7283247113229 39.5027679280048 ,-84.728166460991 39.5027410235117 ,-84.7279947996141 39.5027182581633 ,-84.7278150916101 39.5027099798529 ,-84.7277748584749 39.5027472322418 ,-84.7278499603273 39.5029852331441 ,-84.7280243039133 39.5030059288362 ,-84.7281369566919 39.5030411114987 ,-84.7282898426057 39.5030576680395 ,-84.7284400463106 39.5030349027948 ,-84.7285312414171 39.5030121375427 ,-84.7286224365236 39.5030245549539 ,-84.7287324070932 39.5030825028435 ,-84.7288236021997 39.5031611463306 ,-84.728869199753 39.5032211636689 ,-84.7290408611299 39.5031797724067))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
"68","Hoyt Hall - West","Hoyt Hall - West","317","True","d7d1007c-5c0b-4f24-981b-962389ed173b","EntryStation_Permission_Lot_Rel","Polygon ((-84.7290703654291 39.5032335810427 ,-84.7291776537897 39.5032625549064 ,-84.7292795777322 39.5032666940288 ,-84.7293573617937 39.5032584157838 ,-84.7294405102731 39.5032459984144 ,-84.7295156121255 39.5032294419184 ,-84.7295826673509 39.503204607167 ,-84.7296470403673 39.5031942593512 ,-84.7297060489656 39.5031983984777 ,-84.7297489643098 39.5032066767299 ,-84.7298160195352 39.5032253027937 ,-84.7298374772073 39.5032273723561 ,-84.7298938035966 39.503204607167 ,-84.7299420833589 39.5031611463306 ,-84.729950129986 39.5030804332768 ,-84.7299259901048 39.5030514593372 ,-84.7298482060434 39.5030659463085 ,-84.7297918796541 39.5030493897696 ,-84.7297409176828 39.5030328332268 ,-84.7296524047853 39.5030266245222 ,-84.729596078396 39.5030411114987 ,-84.7295370697977 39.5030514593372 ,-84.7294673323633 39.5030597376069 ,-84.7294083237649 39.5030659463085 ,-84.7293546795846 39.5030680158756 ,-84.7292715311052 39.5030742245765 ,-84.7292017936708 39.5030762941433 ,-84.7291454672815 39.5030659463085 ,-84.7290730476381 39.5030431810665 ,-84.7290703654291 39.5032335810427))","","2624e91d-ad91-bde6-85ed-0b33d64e95ce","Permit_Inventory_Series","Personnel_Productivity","Space_Inventory","Zone_Polygons"
